NCBI Accession,Shortcut,Genus
MH593900.1,pCoV-Diar,Alphacoronavirus
MK138353.1,pCoV-Diar,Alphacoronavirus
MH891590.1,pCoV-Diar,Alphacoronavirus
MH891589.1,pCoV-Diar,Alphacoronavirus
MH910099.1,pCoV-Diar,Alphacoronavirus
MK140814.1,pCoV-Diar,Alphacoronavirus
MK140813.1,pCoV-Diar,Alphacoronavirus
MK140812.1,pCoV-Diar,Alphacoronavirus
MK140811.1,pCoV-Diar,Alphacoronavirus
MK606369.1,pCoV-Diar,Alphacoronavirus
MK606368.1,pCoV-Diar,Alphacoronavirus
MK392335.1,pCoV-Diar,Alphacoronavirus
MK288006.1,pCoV-Diar,Alphacoronavirus
MG983755.1,pCoV-Diar,Alphacoronavirus
MH708895.1,pCoV-Diar,Alphacoronavirus
LT906620.1,pCoV-Diar,Alphacoronavirus
LT906582.1,pCoV-Diar,Alphacoronavirus
LT897799.1,pCoV-Diar,Alphacoronavirus
LT900502.1,pCoV-Diar,Alphacoronavirus
LT900501.1,pCoV-Diar,Alphacoronavirus
LT900500.1,pCoV-Diar,Alphacoronavirus
LT900498.1,pCoV-Diar,Alphacoronavirus
LT898447.1,pCoV-Diar,Alphacoronavirus
LT898446.1,pCoV-Diar,Alphacoronavirus
LT898445.1,pCoV-Diar,Alphacoronavirus
LT898444.1,pCoV-Diar,Alphacoronavirus
LT898443.1,pCoV-Diar,Alphacoronavirus
LT898441.1,pCoV-Diar,Alphacoronavirus
LT898440.1,pCoV-Diar,Alphacoronavirus
LT898439.1,pCoV-Diar,Alphacoronavirus
LT898438.1,pCoV-Diar,Alphacoronavirus
LT898436.1,pCoV-Diar,Alphacoronavirus
LT898435.1,pCoV-Diar,Alphacoronavirus
LT898433.1,pCoV-Diar,Alphacoronavirus
LT898432.1,pCoV-Diar,Alphacoronavirus
LT898431.1,pCoV-Diar,Alphacoronavirus
LT898427.1,pCoV-Diar,Alphacoronavirus
LT898426.1,pCoV-Diar,Alphacoronavirus
LT898425.1,pCoV-Diar,Alphacoronavirus
LT898423.1,pCoV-Diar,Alphacoronavirus
LT898421.1,pCoV-Diar,Alphacoronavirus
LT898420.1,pCoV-Diar,Alphacoronavirus
LT898417.1,pCoV-Diar,Alphacoronavirus
LT898416.1,pCoV-Diar,Alphacoronavirus
LT898415.1,pCoV-Diar,Alphacoronavirus
LT898414.1,pCoV-Diar,Alphacoronavirus
LT898413.1,pCoV-Diar,Alphacoronavirus
LT898412.1,pCoV-Diar,Alphacoronavirus
LT898409.1,pCoV-Diar,Alphacoronavirus
LT898408.1,pCoV-Diar,Alphacoronavirus
MH052689.1,pCoV-Diar,Alphacoronavirus
MH052688.1,pCoV-Diar,Alphacoronavirus
MH052687.1,pCoV-Diar,Alphacoronavirus
MH052685.1,pCoV-Diar,Alphacoronavirus
MH052684.1,pCoV-Diar,Alphacoronavirus
MH052683.1,pCoV-Diar,Alphacoronavirus
MH052682.1,pCoV-Diar,Alphacoronavirus
MH052681.1,pCoV-Diar,Alphacoronavirus
MG837012.1,pCoV-Diar,Alphacoronavirus
MG837011.1,pCoV-Diar,Alphacoronavirus
KY649107.1,pCoV-Diar,Alphacoronavirus
MF462814.1,pCoV-Diar,Alphacoronavirus
MF737355.1,pCoV-Diar,Alphacoronavirus
KU558702.1,pCoV-Diar,Alphacoronavirus
KU558701.1,pCoV-Diar,Alphacoronavirus
KY420075.1,pCoV-Diar,Alphacoronavirus
MF346935.1,pCoV-Diar,Alphacoronavirus
KX289955.1,pCoV-Diar,Alphacoronavirus
KY928065.1,pCoV-Diar,Alphacoronavirus
KY793536.1,pCoV-Diar,Alphacoronavirus
KX812524.1,pCoV-Diar,Alphacoronavirus
KX812523.1,pCoV-Diar,Alphacoronavirus
KX580953.1,pCoV-Diar,Alphacoronavirus
KU975389.1,pCoV-Diar,Alphacoronavirus
KY070587.1,pCoV-Diar,Alphacoronavirus
KX066126.1,pCoV-Diar,Alphacoronavirus
KU847996.1,pCoV-Diar,Alphacoronavirus
KU664503.1,pCoV-Diar,Alphacoronavirus
KU982981.1,pCoV-Diar,Alphacoronavirus
KU982979.1,pCoV-Diar,Alphacoronavirus
KU982978.1,pCoV-Diar,Alphacoronavirus
KU982977.1,pCoV-Diar,Alphacoronavirus
KU982976.1,pCoV-Diar,Alphacoronavirus
KU982975.1,pCoV-Diar,Alphacoronavirus
KU982972.1,pCoV-Diar,Alphacoronavirus
KU982970.1,pCoV-Diar,Alphacoronavirus
KU982969.1,pCoV-Diar,Alphacoronavirus
KU982968.1,pCoV-Diar,Alphacoronavirus
KU982966.1,pCoV-Diar,Alphacoronavirus
KU646831.1,pCoV-Diar,Alphacoronavirus
KP641663.1,pCoV-Diar,Alphacoronavirus
KP641662.1,pCoV-Diar,Alphacoronavirus
KP641661.1,pCoV-Diar,Alphacoronavirus
LC063847.1,pCoV-Diar,Alphacoronavirus
LC063846.1,pCoV-Diar,Alphacoronavirus
LC063845.1,pCoV-Diar,Alphacoronavirus
LC063844.1,pCoV-Diar,Alphacoronavirus
LC063843.1,pCoV-Diar,Alphacoronavirus
LC063842.1,pCoV-Diar,Alphacoronavirus
LC063841.1,pCoV-Diar,Alphacoronavirus
LC063840.1,pCoV-Diar,Alphacoronavirus
LC063838.1,pCoV-Diar,Alphacoronavirus
LC063837.1,pCoV-Diar,Alphacoronavirus
LC063833.1,pCoV-Diar,Alphacoronavirus
LC063832.1,pCoV-Diar,Alphacoronavirus
LC063831.1,pCoV-Diar,Alphacoronavirus
LC063830.1,pCoV-Diar,Alphacoronavirus
LC063829.1,pCoV-Diar,Alphacoronavirus
LC063828.1,pCoV-Diar,Alphacoronavirus
LC063823.1,pCoV-Diar,Alphacoronavirus
LC063822.1,pCoV-Diar,Alphacoronavirus
LC063821.1,pCoV-Diar,Alphacoronavirus
LC063820.1,pCoV-Diar,Alphacoronavirus
LC063819.1,pCoV-Diar,Alphacoronavirus
LC063818.1,pCoV-Diar,Alphacoronavirus
LC063816.1,pCoV-Diar,Alphacoronavirus
LC063814.1,pCoV-Diar,Alphacoronavirus
LC063812.1,pCoV-Diar,Alphacoronavirus
LC063810.1,pCoV-Diar,Alphacoronavirus
KR818833.1,pCoV-Diar,Alphacoronavirus
KR818832.1,pCoV-Diar,Alphacoronavirus
KM089829.1,pCoV-Diar,Alphacoronavirus
KP688354.1,pCoV-Diar,Alphacoronavirus
KR011756.1,pCoV-Diar,Alphacoronavirus
KJ645707.1,pCoV-Diar,Alphacoronavirus
KJ645706.1,pCoV-Diar,Alphacoronavirus
KJ645705.1,pCoV-Diar,Alphacoronavirus
KJ645704.1,pCoV-Diar,Alphacoronavirus
KJ645703.1,pCoV-Diar,Alphacoronavirus
KJ645700.1,pCoV-Diar,Alphacoronavirus
KJ645699.1,pCoV-Diar,Alphacoronavirus
KJ645698.1,pCoV-Diar,Alphacoronavirus
KJ645697.1,pCoV-Diar,Alphacoronavirus
KJ645696.1,pCoV-Diar,Alphacoronavirus
KJ645693.1,pCoV-Diar,Alphacoronavirus
KJ645692.1,pCoV-Diar,Alphacoronavirus
KJ645691.1,pCoV-Diar,Alphacoronavirus
KJ645688.1,pCoV-Diar,Alphacoronavirus
KJ645687.1,pCoV-Diar,Alphacoronavirus
KJ645686.1,pCoV-Diar,Alphacoronavirus
KJ645685.1,pCoV-Diar,Alphacoronavirus
KJ645684.1,pCoV-Diar,Alphacoronavirus
KJ645683.1,pCoV-Diar,Alphacoronavirus
KJ645682.1,pCoV-Diar,Alphacoronavirus
KJ645681.1,pCoV-Diar,Alphacoronavirus
KJ645680.1,pCoV-Diar,Alphacoronavirus
KJ645679.1,pCoV-Diar,Alphacoronavirus
KJ645677.1,pCoV-Diar,Alphacoronavirus
KJ645676.1,pCoV-Diar,Alphacoronavirus
KJ645675.1,pCoV-Diar,Alphacoronavirus
KJ645674.1,pCoV-Diar,Alphacoronavirus
KJ645673.1,pCoV-Diar,Alphacoronavirus
KJ645670.1,pCoV-Diar,Alphacoronavirus
KJ645669.1,pCoV-Diar,Alphacoronavirus
KJ645668.1,pCoV-Diar,Alphacoronavirus
KJ645667.1,pCoV-Diar,Alphacoronavirus
KJ645666.1,pCoV-Diar,Alphacoronavirus
KJ645665.1,pCoV-Diar,Alphacoronavirus
KJ645664.1,pCoV-Diar,Alphacoronavirus
KJ645662.1,pCoV-Diar,Alphacoronavirus
KJ645660.1,pCoV-Diar,Alphacoronavirus
KJ645659.1,pCoV-Diar,Alphacoronavirus
KJ645658.1,pCoV-Diar,Alphacoronavirus
KJ645656.1,pCoV-Diar,Alphacoronavirus
KJ645655.1,pCoV-Diar,Alphacoronavirus
KJ645654.1,pCoV-Diar,Alphacoronavirus
KJ645653.1,pCoV-Diar,Alphacoronavirus
KJ645652.1,pCoV-Diar,Alphacoronavirus
KJ645651.1,pCoV-Diar,Alphacoronavirus
KJ645650.1,pCoV-Diar,Alphacoronavirus
KJ645648.1,pCoV-Diar,Alphacoronavirus
KJ645647.1,pCoV-Diar,Alphacoronavirus
KJ645646.1,pCoV-Diar,Alphacoronavirus
KJ645644.1,pCoV-Diar,Alphacoronavirus
KJ645643.1,pCoV-Diar,Alphacoronavirus
KJ645642.1,pCoV-Diar,Alphacoronavirus
KJ645639.1,pCoV-Diar,Alphacoronavirus
KJ645638.1,pCoV-Diar,Alphacoronavirus
KJ645636.1,pCoV-Diar,Alphacoronavirus
KJ645635.1,pCoV-Diar,Alphacoronavirus
KP403802.1,pCoV-Diar,Alphacoronavirus
KP162057.1,pCoV-Diar,Alphacoronavirus
KM887144.1,pCoV-Diar,Alphacoronavirus
KM052365.1,pCoV-Diar,Alphacoronavirus
KF650375.1,pCoV-Diar,Alphacoronavirus
KF650374.1,pCoV-Diar,Alphacoronavirus
KF650373.1,pCoV-Diar,Alphacoronavirus
KF650371.1,pCoV-Diar,Alphacoronavirus
KF650370.1,pCoV-Diar,Alphacoronavirus
KF267450.1,pCoV-Diar,Alphacoronavirus
KC210147.1,pCoV-Diar,Alphacoronavirus
KC210146.1,pCoV-Diar,Alphacoronavirus
KC210145.1,pCoV-Diar,Alphacoronavirus
JX261936.1,pCoV-Diar,Alphacoronavirus
LM645058.1,pCoV-Diar,Alphacoronavirus
LM645057.1,pCoV-Diar,Alphacoronavirus
OL542832.1,pCoV-hema,Betacoronavirus
MF083115.1,pCoV-hema,Betacoronavirus
KY994645.1,pCoV-hema,Betacoronavirus
DQ011855.1,pCoV-hema,Betacoronavirus
MW165134.1,pCoV-hema,Betacoronavirus
KY419112.1,pCoV-hema,Betacoronavirus
KY419111.1,pCoV-hema,Betacoronavirus
KY419110.1,pCoV-hema,Betacoronavirus
KY419109.1,pCoV-hema,Betacoronavirus
KY419105.1,pCoV-hema,Betacoronavirus
KY419104.1,pCoV-hema,Betacoronavirus
KY419103.1,pCoV-hema,Betacoronavirus
NC_026011.1,rCoV-HKU24,Betacoronavirus
KM349744.1,rCoV-HKU24,Betacoronavirus
KM349743.1,rCoV-HKU24,Betacoronavirus
NC_032730.1,rCoV-Lucheng,Alphacoronavirus
MT820627.1,rCoV-Lucheng,Alphacoronavirus
MT820626.1,rCoV-Lucheng,Alphacoronavirus
MT820625.1,rCoV-Lucheng,Alphacoronavirus
KJ601780.1,DeltaCoV-HKU15,Deltacoronavirus
KJ601779.1,DeltaCoV-HKU15,Deltacoronavirus
KJ481931.1,DeltaCoV-HKU15,Deltacoronavirus
MW816149.1,DeltaCoV-HKU15,Deltacoronavirus
OM777140.1,DeltaCoV-HKU15,Deltacoronavirus
OL311152.1,Unc-DeltaCoV,Deltacoronavirus
OL311151.1,Unc-DeltaCoV,Deltacoronavirus
OL311150.1,Unc-DeltaCoV,Deltacoronavirus
MZ802777.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802776.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802775.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802774.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802773.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802772.1,DeltaCoV-HKU15,Deltacoronavirus
OK546242.1,DeltaCoV-HKU15,Deltacoronavirus
MW854634.1,DeltaCoV-HKU15,Deltacoronavirus
MZ291567.1,DeltaCoV-HKU15,Deltacoronavirus
MT227371.1,DeltaCoV-HKU15,Deltacoronavirus
MH118333.1,DeltaCoV-HKU15,Deltacoronavirus
MH118332.1,DeltaCoV-HKU15,Deltacoronavirus
MK625641.1,DeltaCoV-HKU15,Deltacoronavirus
MK625640.1,DeltaCoV-HKU15,Deltacoronavirus
MK625639.1,DeltaCoV-HKU15,Deltacoronavirus
MK625638.1,DeltaCoV-HKU15,Deltacoronavirus
MW196362.1,DeltaCoV-HKU15,Deltacoronavirus
MN025260.1,DeltaCoV-HKU15,Deltacoronavirus
KX998969.1,DeltaCoV-HKU15,Deltacoronavirus
MK993519.1,DeltaCoV-HKU15,Deltacoronavirus
MH532440.1,Unc-DeltaCoV,Deltacoronavirus
MG832584.1,DeltaCoV-HKU15,Deltacoronavirus
MF642325.1,DeltaCoV-HKU15,Deltacoronavirus
MF642324.1,DeltaCoV-HKU15,Deltacoronavirus
MF642323.1,DeltaCoV-HKU15,Deltacoronavirus
MF642322.1,DeltaCoV-HKU15,Deltacoronavirus
MG812378.1,Unc-DeltaCoV,Deltacoronavirus
MG812377.1,Unc-DeltaCoV,Deltacoronavirus
MG812376.1,Unc-DeltaCoV,Deltacoronavirus
MG812375.1,Unc-DeltaCoV,Deltacoronavirus
MG837131.1,DeltaCoV-HKU15,Deltacoronavirus
LC260044.1,DeltaCoV-HKU15,Deltacoronavirus
LC260043.1,DeltaCoV-HKU15,Deltacoronavirus
LC260042.1,DeltaCoV-HKU15,Deltacoronavirus
LC260041.1,DeltaCoV-HKU15,Deltacoronavirus
LC260040.1,DeltaCoV-HKU15,Deltacoronavirus
LC260039.1,DeltaCoV-HKU15,Deltacoronavirus
LC260038.1,DeltaCoV-HKU15,Deltacoronavirus
MF280390.1,DeltaCoV-HKU15,Deltacoronavirus
KY513725.1,DeltaCoV-HKU15,Deltacoronavirus
KY513724.1,DeltaCoV-HKU15,Deltacoronavirus
KU665558.1,DeltaCoV-HKU15,Deltacoronavirus
KY926512.1,DeltaCoV-HKU15,Deltacoronavirus
MF431743.1,DeltaCoV-HKU15,Deltacoronavirus
MF431742.1,DeltaCoV-HKU15,Deltacoronavirus
LC260045.1,DeltaCoV-HKU15,Deltacoronavirus
KY364365.1,DeltaCoV-HKU15,Deltacoronavirus
KY354364.1,DeltaCoV-HKU15,Deltacoronavirus
KX834352.1,DeltaCoV-HKU15,Deltacoronavirus
KX834351.1,DeltaCoV-HKU15,Deltacoronavirus
KX118627.1,DeltaCoV-HKU15,Deltacoronavirus
KU984334.1,DeltaCoV-HKU15,Deltacoronavirus
KU981062.1,DeltaCoV-HKU15,Deltacoronavirus
KU981061.1,DeltaCoV-HKU15,Deltacoronavirus
KU981060.1,DeltaCoV-HKU15,Deltacoronavirus
KU051649.1,DeltaCoV-HKU15,Deltacoronavirus
KU051641.1,DeltaCoV-HKU15,Deltacoronavirus
KR265865.1,DeltaCoV-HKU15,Deltacoronavirus
KR265863.1,DeltaCoV-HKU15,Deltacoronavirus
KR265858.1,DeltaCoV-HKU15,Deltacoronavirus
KR265857.1,DeltaCoV-HKU15,Deltacoronavirus
KR265856.1,DeltaCoV-HKU15,Deltacoronavirus
KR265855.1,DeltaCoV-HKU15,Deltacoronavirus
KR265854.1,DeltaCoV-HKU15,Deltacoronavirus
KR265853.1,DeltaCoV-HKU15,Deltacoronavirus
KR265852.1,DeltaCoV-HKU15,Deltacoronavirus
KR265851.1,DeltaCoV-HKU15,Deltacoronavirus
KR265850.1,DeltaCoV-HKU15,Deltacoronavirus
KR265849.1,DeltaCoV-HKU15,Deltacoronavirus
KR265847.1,DeltaCoV-HKU15,Deltacoronavirus
KP757892.1,DeltaCoV-HKU15,Deltacoronavirus
KP757891.1,DeltaCoV-HKU15,Deltacoronavirus
KP757890.1,DeltaCoV-HKU15,Deltacoronavirus
KT021234.1,DeltaCoV-HKU15,Deltacoronavirus
KT266822.1,DeltaCoV-HKU15,Deltacoronavirus
KR131621.1,DeltaCoV-HKU15,Deltacoronavirus
KJ567050.1,DeltaCoV-HKU15,Deltacoronavirus
KP981395.1,DeltaCoV-HKU15,Deltacoronavirus
KM820765.1,DeltaCoV-HKU15,Deltacoronavirus
OP566509.1,DeltaCoV-HKU15,Deltacoronavirus
MT260150.1,DeltaCoV-HKU15,Deltacoronavirus
MT260149.1,DeltaCoV-HKU15,Deltacoronavirus
ON859973.1,DeltaCoV-HKU15,Deltacoronavirus
ON402372.1,DeltaCoV-HKU15,Deltacoronavirus
ON382562.1,DeltaCoV-HKU15,Deltacoronavirus
ON968724.1,DeltaCoV-HKU15,Deltacoronavirus
MZ388472.1,DeltaCoV-HKU15,Deltacoronavirus
MZ388471.1,DeltaCoV-HKU15,Deltacoronavirus
MZ388470.1,DeltaCoV-HKU15,Deltacoronavirus
MZ388469.1,DeltaCoV-HKU15,Deltacoronavirus
ON494594.1,DeltaCoV-HKU15,Deltacoronavirus
MH700629.1,DeltaCoV-HKU15,Deltacoronavirus
MH700628.1,DeltaCoV-HKU15,Deltacoronavirus
MH700627.1,DeltaCoV-HKU15,Deltacoronavirus
OL900393.1,DeltaCoV-HKU15,Deltacoronavirus
OM256446.1,DeltaCoV-HKU15,Deltacoronavirus
MZ772936.1,DeltaCoV-HKU15,Deltacoronavirus
MN520209.1,DeltaCoV-HKU15,Deltacoronavirus
MN520208.1,DeltaCoV-HKU15,Deltacoronavirus
MN520206.1,DeltaCoV-HKU15,Deltacoronavirus
MN520205.1,DeltaCoV-HKU15,Deltacoronavirus
MN520204.1,DeltaCoV-HKU15,Deltacoronavirus
MN520202.1,DeltaCoV-HKU15,Deltacoronavirus
MN520201.1,DeltaCoV-HKU15,Deltacoronavirus
MN520200.1,DeltaCoV-HKU15,Deltacoronavirus
MN520198.1,DeltaCoV-HKU15,Deltacoronavirus
MN520197.1,DeltaCoV-HKU15,Deltacoronavirus
MN520196.1,DeltaCoV-HKU15,Deltacoronavirus
MN520194.1,DeltaCoV-HKU15,Deltacoronavirus
MN520193.1,DeltaCoV-HKU15,Deltacoronavirus
MN520192.1,DeltaCoV-HKU15,Deltacoronavirus
MN520191.1,DeltaCoV-HKU15,Deltacoronavirus
MN520190.1,DeltaCoV-HKU15,Deltacoronavirus
MT663769.1,DeltaCoV-HKU15,Deltacoronavirus
MZ802955.1,DeltaCoV-HKU15,Deltacoronavirus
MW685624.1,DeltaCoV-HKU15,Deltacoronavirus
MW685622.1,DeltaCoV-HKU15,Deltacoronavirus
MW349841.1,Unc-DeltaCoV,Deltacoronavirus
MW345816.1,Unc-DeltaCoV,Deltacoronavirus
MW345815.1,Unc-DeltaCoV,Deltacoronavirus
MW345814.1,Unc-DeltaCoV,Deltacoronavirus
MK359104.1,DeltaCoV-HKU15,Deltacoronavirus
MT138109.1,Unc-DeltaCoV,Deltacoronavirus
MT138108.1,Unc-DeltaCoV,Deltacoronavirus
MT138105.1,Unc-DeltaCoV,Deltacoronavirus
MT138104.1,Unc-DeltaCoV,Deltacoronavirus
MN173782.1,DeltaCoV-HKU15,Deltacoronavirus
MN173780.1,DeltaCoV-HKU15,Deltacoronavirus
MN173779.1,DeltaCoV-HKU15,Deltacoronavirus
MT263013.1,DeltaCoV-HKU15,Deltacoronavirus
KX361345.1,DeltaCoV-HKU15,Deltacoronavirus
KX361344.1,DeltaCoV-HKU15,Deltacoronavirus
KX361343.1,DeltaCoV-HKU15,Deltacoronavirus
MN249445.1,DeltaCoV-HKU15,Deltacoronavirus
MK330605.1,DeltaCoV-HKU15,Deltacoronavirus
MK330604.1,DeltaCoV-HKU15,Deltacoronavirus
MK572803.1,DeltaCoV-HKU15,Deltacoronavirus
MK355396.1,DeltaCoV-HKU15,Deltacoronavirus
MK211169.1,DeltaCoV-HKU15,Deltacoronavirus
MK005882.1,DeltaCoV-HKU15,Deltacoronavirus
KX443143.2,DeltaCoV-HKU15,Deltacoronavirus
MH715491.1,DeltaCoV-HKU15,Deltacoronavirus
MH708125.1,DeltaCoV-HKU15,Deltacoronavirus
MH708124.1,DeltaCoV-HKU15,Deltacoronavirus
MH708123.1,DeltaCoV-HKU15,Deltacoronavirus
KY293678.1,DeltaCoV-HKU15,Deltacoronavirus
MG242062.1,DeltaCoV-HKU15,Deltacoronavirus
MF041982.1,DeltaCoV-HKU15,Deltacoronavirus
KY363868.1,DeltaCoV-HKU15,Deltacoronavirus
KY363867.1,DeltaCoV-HKU15,Deltacoronavirus
MF095123.1,DeltaCoV-HKU15,Deltacoronavirus
KY293677.1,DeltaCoV-HKU15,Deltacoronavirus
KX022605.1,DeltaCoV-HKU15,Deltacoronavirus
KX022604.1,DeltaCoV-HKU15,Deltacoronavirus
KX022603.1,DeltaCoV-HKU15,Deltacoronavirus
KX022602.1,DeltaCoV-HKU15,Deltacoronavirus
KT336560.1,DeltaCoV-HKU15,Deltacoronavirus
KJ769231.1,DeltaCoV-HKU15,Deltacoronavirus
KJ620016.1,DeltaCoV-HKU15,Deltacoronavirus
NC_016996.1,CmCoV-HKU21,Deltacoronavirus
NC_016995.1,WCoV-HKU20,Deltacoronavirus
NC_016993.1,Unc-DeltaCoV,Deltacoronavirus
NC_016991.1,WeCoV-HKU16,Deltacoronavirus
NC_016994.1,NhCoV-HKU19,Deltacoronavirus
JQ065042.2,DeltaCoV-HKU15,Deltacoronavirus
KJ584359.1,DeltaCoV-HKU15,Deltacoronavirus
KJ584358.1,DeltaCoV-HKU15,Deltacoronavirus
KJ584357.1,DeltaCoV-HKU15,Deltacoronavirus
KJ584356.1,DeltaCoV-HKU15,Deltacoronavirus
KJ584355.1,DeltaCoV-HKU15,Deltacoronavirus
KT381613.1,DeltaCoV-HKU15,Deltacoronavirus
KJ462462.1,DeltaCoV-HKU15,Deltacoronavirus
MN200481.1,DeltaCoV-HKU15,Deltacoronavirus
MT215337.1,Unc-DeltaCoV,Deltacoronavirus
MT215336.1,Unc-DeltaCoV,Deltacoronavirus
LC364346.1,Unc-DeltaCoV,Deltacoronavirus
LC364345.1,Unc-DeltaCoV,Deltacoronavirus
LC364344.1,Unc-DeltaCoV,Deltacoronavirus
LC364343.1,Unc-DeltaCoV,Deltacoronavirus
LC364342.1,Unc-DeltaCoV,Deltacoronavirus
NC_011547.1,BulCoV-HKU11,Deltacoronavirus
NC_011550.1,MCoV-HKU13,Deltacoronavirus
NC_011549.1,Unc-DeltaCoV,Deltacoronavirus
LC216915.1,DeltaCoV-HKU15,Deltacoronavirus
LC216914.1,DeltaCoV-HKU15,Deltacoronavirus
KM012168.1,DeltaCoV-HKU15,Deltacoronavirus
KJ569769.1,DeltaCoV-HKU15,Deltacoronavirus
FJ376620.1,BulCoV-HKU11,Deltacoronavirus
MX473661.1,Unc-DeltaCoV,Deltacoronavirus
MX473660.1,Unc-DeltaCoV,Deltacoronavirus
MX473656.1,Unc-DeltaCoV,Deltacoronavirus
